year,fips,annual_avg_emplvl,annual_avg_wkly_wage,total_annual_wages,annual_avg_estabs
2015,40001,547,377,10728170,44
2015,40003,143,511,3790884,14
2015,40005,460,467,11165657,45
2015,40007,89,403,1866277,15
2015,40009,1679,509,44414531,132
2015,40011,278,405,5855496,36
2015,40013,1607,459,38383445,131
2015,40015,798,473,19616877,86
2015,40017,3988,515,106850831,275
2015,40019,2813,456,66751676,251
2015,40021,1647,421,36024599,130
2015,40023,460,414,9904393,45
2015,40025,82,439,1860527,12
2015,40027,11745,509,310833362,679
2015,40029,147,345,2638023,16
2015,40031,5591,458,133189692,408
2015,40033,53,316,872930,12
2015,40035,694,484,17461799,52
2015,40037,2039,503,53326884,171
2015,40039,1650,480,41229276,134
2015,40041,1282,442,29496452,124
2015,40043,187,416,4046820,28
2015,40045,111,488,2812968,20
2015,40047,3625,531,100058717,263
2015,40049,1222,560,35596174,102
2015,40051,1631,516,43769817,138
2015,40053,114,318,1878414,13
2015,40055,131,389,2660009,14
2015,40057,55,403,1156695,12
2015,40059,117,390,2372253,19
2015,40061,453,457,10777095,32
2015,40063,402,374,7821384,43
2015,40065,1250,486,31595947,109
2015,40067,151,308,2408391,23
2015,40069,243,375,4732158,33
2015,40071,2188,485,55218762,174
2015,40073,664,573,19756054,54
2015,40075,245,406,5177526,26
2015,40077,256,379,5039596,22
2015,40079,1540,421,33745999,136
2015,40081,813,470,19844760,84
2015,40083,992,555,28630976,77
2015,40085,197,604,6194853,32
2015,40087,1451,507,38261943,124
2015,40089,1227,504,32145304,104
2015,40091,965,453,22724457,79
2015,40093,274,385,5480469,29
2015,40095,525,471,12834912,51
2015,40097,1739,506,45785129,143
2015,40099,595,467,14458584,47
2015,40101,3303,487,83609032,263
2015,40103,288,510,7617607,29
2015,40105,121,426,2688474,18
2015,40107,220,430,4926652,26
2015,40109,47014,569,1391204703,3003
2015,40111,1312,430,29361062,125
2015,40113,707,395,14494832,77
2015,40115,1105,489,28102534,93
2015,40117,442,554,12733539,35
2015,40119,4258,453,100211164,302
2015,40121,2031,479,50585574,163
2015,40123,1786,435,40369239,157
2015,40125,2670,453,62934220,220
2015,40127,311,360,5824657,34
2015,40129,80,369,1530594,15
2015,40131,3204,545,90721095,197
2015,40133,887,469,21613447,74
2015,40135,1386,422,30414552,107
2015,40137,1942,431,43484869,196
2015,40139,898,425,19819086,75
2015,40141,128,386,2573750,19
2015,40143,40712,549,1162041421,2464
2015,40145,1398,442,32154049,96
2015,40147,2585,499,67111206,182
2015,40149,241,424,5304643,32
2015,40151,479,465,11579938,47
2015,40153,1229,474,30296397,110
2015,40999,1502,977,76336068,192
2015,41001,746,459,17818251,77
2015,41003,3561,469,86858022,245
2015,41005,18569,594,573342952,1134
2015,41007,2597,507,68491195,244
2015,41009,1315,488,33352770,98
2015,41011,2982,521,80816498,247
2015,41013,540,457,12836163,55
2015,41015,981,513,26182299,88
2015,41017,10410,552,298804495,781
2015,41019,4440,487,112551071,347
2015,41021,46,385,911754,11
2015,41023,235,462,5636335,33
2015,41025,284,501,7394274,27
2015,41027,1373,499,35651752,135
2015,41029,12973,557,375845002,775
2015,41031,550,472,13492768,49
2015,41033,3814,506,100319421,276
2015,41035,2880,484,72425426,208
2015,41037,210,515,5626309,28
2015,41039,19960,532,551675075,1221
2015,41041,2828,481,70669601,268
2015,41043,4880,495,125643340,354
2015,41045,1863,505,48937586,110
2015,41047,16448,521,445448866,1045
2015,41049,218,390,4412012,24
2015,41051,43045,589,1318808486,2932
2015,41053,1480,474,36471328,120
2015,41055,61,386,1223819,6
2015,41057,1015,461,24315725,99
2015,41059,3127,498,80923250,241
2015,41061,1393,491,35583896,96
2015,41063,257,467,6233301,44
2015,41065,1608,518,43292819,117
2015,41067,30923,597,959495237,1540
2015,41069,34,413,727406,6
2015,41071,3461,532,95712056,276
2015,41999,912,1058,50170995,153
2015,42001,3615,494,92784239,323
2015,42003,71533,542,2014804534,4136
2015,42005,2051,476,50737690,177
2015,42007,6958,466,168645483,479
2015,42009,2206,428,49080940,173
2015,42011,18980,526,519177882,1147
2015,42013,8453,489,214969030,524
2015,42015,2922,457,69476350,225
2015,42017,35757,571,1061052681,2261
2015,42019,10948,504,286932245,625
2015,42021,6819,461,163500982,497
2015,42023,115,366,2191346,11
2015,42025,2004,483,50347205,169
2015,42027,7686,476,190279712,456
2015,42029,27173,725,1023902663,1467
2015,42031,1744,463,41980537,155
2015,42033,4500,451,105621463,326
2015,42035,1774,433,39950452,118
2015,42037,3436,459,81976980,233
2015,42039,3438,503,89979826,262
2015,42041,15782,517,424364068,834
2015,42043,14347,499,372359610,901
2015,42045,24543,546,697146516,1609
2015,42047,1373,458,32678830,114
2015,42049,15269,480,381480186,920
2015,42051,6076,457,144503052,440
2015,42053,85,305,1356280,14
2015,42055,7084,473,174352709,475
2015,42057,375,404,7883619,38
2015,42059,1508,547,42869629,116
2015,42061,1442,434,32519509,118
2015,42063,4026,463,96933044,259
2015,42065,1661,451,38946644,157
2015,42067,602,437,13680179,59
2015,42069,12081,464,291785938,857
2015,42071,29368,501,765732590,1831
2015,42073,3290,509,87142139,263
2015,42075,6268,491,160135550,393
2015,42077,19649,501,511505867,1204
2015,42079,17621,493,451434306,1161
2015,42081,6751,454,159401116,442
2015,42083,1633,482,40898211,147
2015,42085,7018,449,163831538,487
2015,42087,2012,459,48046770,166
2015,42089,9088,453,213998640,617
2015,42091,56991,595,1764677442,3130
2015,42093,621,460,14858420,44
2015,42095,12781,525,348924685,825
2015,42097,2811,475,69445901,266
2015,42099,1129,421,24735168,117
2015,42101,50000,520,1353077300,4467
2015,42103,1917,442,44043710,141
2015,42105,532,429,11863464,60
2015,42107,5543,463,133432127,436
2015,42109,3119,407,66051689,185
2015,42111,2609,480,65157614,228
2015,42113,189,385,3777667,24
2015,42115,1237,471,30288984,127
2015,42117,1876,452,44071359,150
2015,42119,1704,475,42047354,132
2015,42121,2674,427,59361963,197
2015,42123,1999,446,46298615,118
2015,42125,9477,515,253754487,650
2015,42127,2306,498,59768131,196
2015,42129,18954,517,509098093,1191
2015,42131,1223,489,31114945,102
2015,42133,21237,491,542440528,1203
2015,42999,1280,1346,89608470,217
2015,44001,1177,545,33359043,126
2015,44003,11248,592,345983483,646
2015,44005,4180,588,127848052,430
2015,44007,24692,557,715373587,2000
2015,44009,6388,572,190165150,500
2015,44999,363,988,18643541,137
2015,45001,478,357,8869210,60
2015,45003,7227,449,168777383,518
2015,45005,118,500,3078898,27
2015,45007,8807,465,212971596,638
2015,45009,499,378,9806092,55
2015,45011,780,433,17570465,83
2015,45013,10095,489,256749007,697
2015,45015,6235,513,166409646,374
2015,45017,252,304,3976165,31
2015,45019,27929,563,818104934,1896
2015,45021,2455,388,49516740,203
2015,45023,826,400,17184078,100
2015,45025,1235,445,28597704,126
2015,45027,1158,461,27784653,109
2015,45029,1599,414,34384729,133
2015,45031,2153,424,47421871,213
2015,45033,1297,407,27425455,122
2015,45035,4751,443,109440667,294
2015,45037,555,460,13262649,60
2015,45039,577,423,12682293,58
2015,45041,8595,472,211054450,629
2015,45043,2904,483,72913669,313
2015,45045,28227,544,797959568,1774
2015,45047,3641,430,81372547,277
2015,45049,711,449,16623357,78
2015,45051,22160,461,531292130,1632
2015,45053,1725,637,57156325,100
2015,45055,2611,507,68891502,193
2015,45057,2869,454,67718110,236
2015,45059,1874,485,47243978,159
2015,45061,380,442,8731574,44
2015,45063,15808,499,410280606,1013
2015,45065,105,359,1962121,18
2015,45067,1171,451,27458921,115
2015,45069,786,421,17224003,99
2015,45071,1382,430,30923158,137
2015,45073,2943,462,70684370,265
2015,45075,4151,448,96621591,372
2015,45077,5018,478,124783387,335
2015,45079,20233,532,560055257,1316
2015,45081,305,435,6905769,40
2015,45083,15699,484,395097175,1002
2015,45085,4431,461,106273691,376
2015,45087,856,395,17591061,97
2015,45089,824,413,17687229,105
2015,45091,10893,514,291325412,701
2015,45999,2496,1105,143418485,527
2015,46003,73,424,1612504,8
2015,46005,1066,478,26508918,78
2015,46007,131,400,2718356,16
2015,46009,204,356,3774255,31
2015,46011,1941,456,46074840,125
2015,46013,3043,541,85561565,193
2015,46015,260,428,5785239,35
2015,46017,0,0,0,2
2015,46019,469,553,13492797,51
2015,46021,38,408,797650,9
2015,46023,413,345,7406639,42
2015,46025,108,475,2679142,13
2015,46027,700,399,14539236,52
2015,46029,2712,489,68945571,188
2015,46031,32,381,631546,5
2015,46033,265,417,5736269,34
2015,46035,1970,532,54468057,126
2015,46037,292,399,6054228,30
2015,46039,101,518,2720789,20
2015,46041,120,357,2226061,15
2015,46043,110,378,2155280,16
2015,46045,144,624,4668135,17
2015,46047,249,434,5627207,33
2015,46049,50,285,745368,11
2015,46051,501,434,11313850,44
2015,46053,212,448,4938705,31
2015,46055,91,497,2360189,13
2015,46057,142,621,4589644,19
2015,46059,138,399,2861197,21
2015,46061,37,496,955153,7
2015,46063,36,593,1094610,5
2015,46065,1436,509,38008953,99
2015,46067,286,441,6550546,35
2015,46069,67,422,1475682,7
2015,46071,113,325,1908289,11
2015,46073,48,413,1039904,9
2015,46075,82,521,2209063,10
2015,46077,148,364,2797372,26
2015,46079,512,490,13043845,51
2015,46081,1409,542,39696007,139
2015,46083,1946,684,69166216,152
2015,46085,161,404,3379696,16
2015,46087,151,407,3187256,21
2015,46089,47,471,1154038,8
2015,46091,170,446,3940640,19
2015,46093,690,575,20630149,77
2015,46095,40,294,615931,6
2015,46097,56,416,1199270,11
2015,46099,16042,557,464298508,851
2015,46101,145,294,2219999,18
2015,46102,0,0,0,8
2015,46103,8694,516,233417695,591
2015,46105,145,409,3090751,19
2015,46107,123,388,2477777,19
2015,46109,366,425,8085867,32
2015,46111,41,252,530947,5
2015,46113,0,0,0,9
2015,46115,224,444,5169417,29
2015,46117,146,680,5154926,18
2015,46119,88,556,2553442,13
2015,46121,261,368,4998133,23
2015,46123,321,514,8574403,37
2015,46125,196,310,3154125,27
2015,46127,718,679,25331410,46
2015,46129,361,391,7339983,39
2015,46135,1625,444,37525000,110
2015,46137,0,0,0,4
2015,46999,0,0,0,22
2015,47001,3267,496,84168100,219
2015,47003,1564,518,42115262,133
2015,47005,627,450,14679546,59
2015,47007,114,367,2165657,22
2015,47009,5829,628,190263407,338
2015,47011,4926,524,134234267,326
2015,47013,1547,405,32615427,122
2015,47015,184,430,4114698,27
2015,47017,764,393,15588649,84
2015,47019,1772,417,38446805,130
2015,47021,935,452,21974970,76
2015,47023,415,486,10498064,45
2015,47025,788,431,17651524,76
2015,47027,137,391,2787515,22
2015,47029,1310,444,30242265,107
2015,47031,3983,853,176718000,225
2015,47033,290,392,5905908,41
2015,47035,2680,477,66455758,201
2015,47037,44393,628,1449640063,2509
2015,47039,326,405,6871179,45
2015,47041,503,410,10706970,45
2015,47043,2098,490,53439748,167
2015,47045,1907,493,48850701,159
2015,47047,822,471,20119082,74
2015,47049,694,469,16941350,44
2015,47051,1320,497,34159179,126
2015,47053,2221,519,59985934,174
2015,47055,1196,445,27697292,112
2015,47057,415,408,8817188,48
2015,47059,2692,460,64459041,185
2015,47061,245,398,5068847,41
2015,47063,4101,487,103889066,235
2015,47065,19135,582,579266836,1318
2015,47067,107,414,2299560,11
2015,47069,574,415,12389744,66
2015,47071,1262,511,33560029,110
2015,47073,1295,394,26543025,108
2015,47075,536,460,12820512,48
2015,47077,1320,445,30568463,96
2015,47079,1546,499,40100278,127
2015,47081,288,508,7600519,40
2015,47083,161,392,3290929,24
2015,47085,654,413,14032598,58
2015,47087,110,326,1857064,19
2015,47089,1690,491,43148505,120
2015,47091,356,398,7368819,45
2015,47093,30400,560,885519898,1612
2015,47095,127,433,2858112,15
2015,47097,638,404,13399201,71
2015,47099,1615,441,37048187,161
2015,47101,444,529,12202472,40
2015,47103,1326,448,30894398,117
2015,47105,1911,482,47918050,139
2015,47107,2091,491,53394256,162
2015,47109,616,446,14286280,80
2015,47111,878,540,24641034,61
2015,47113,6763,496,174302646,456
2015,47115,1117,474,27509035,96
2015,47117,1311,489,33353092,101
2015,47119,3690,519,99680265,287
2015,47121,168,355,3098244,24
2015,47123,1571,479,39150633,146
2015,47125,8258,508,218189647,520
2015,47127,82,297,1266995,14
2015,47129,244,341,4326996,33
2015,47131,1640,518,44162595,123
2015,47133,448,495,11526489,62
2015,47135,180,391,3657954,25
2015,47137,100,528,2752226,15
2015,47139,304,472,7444016,42
2015,47141,4910,511,130481601,348
2015,47143,1074,416,23237253,96
2015,47145,1782,468,43377314,160
2015,47147,2389,521,64717283,164
2015,47149,13348,539,374291048,792
2015,47151,616,457,14619460,61
2015,47153,365,458,8689566,33
2015,47155,7901,439,180252305,608
2015,47157,50066,672,1750645180,2872
2015,47159,531,665,18345685,52
2015,47161,269,467,6536255,32
2015,47163,8383,495,215904617,535
2015,47165,6050,521,163987524,440
2015,47167,1649,412,35312349,146
2015,47169,156,404,3271479,22
2015,47171,468,469,11425636,41
2015,47173,351,399,7273489,40
2015,47175,36,264,487426,7
2015,47177,1475,456,34932008,135
2015,47179,8045,494,206505718,481
2015,47181,342,378,6712861,42
2015,47183,1094,431,24499772,92
2015,47185,752,492,19252701,78
2015,47187,15294,674,536140745,719
2015,47189,5533,536,154295722,358
2015,47999,3974,822,169776398,248
2015,48001,2122,522,57570198,169
2015,48003,598,653,20328268,37
2015,48005,4666,483,117159955,301
2015,48007,1283,578,38544137,94
2015,48009,122,382,2413143,21
2015,48011,0,0,0,3
2015,48013,1718,575,51365453,123
2015,48015,1869,679,66009644,108
2015,48017,219,427,4857609,19
2015,48019,373,458,8883195,50
2015,48021,2861,554,82444236,185
2015,48023,98,402,2049268,13
2015,48025,1083,553,31158306,78
2015,48027,14784,515,395976995,829
2015,48029,90434,596,2803591378,4745
2015,48031,282,428,6274125,37
2015,48033,84,285,1245611,4
2015,48035,326,461,7811812,50
2015,48037,6019,526,164521456,370
2015,48039,13302,547,378349228,731
2015,48041,10851,492,277500316,619
2015,48043,358,450,8375706,42
2015,48045,22,679,758799,5
2015,48047,320,390,6496835,18
2015,48049,2141,478,53206962,170
2015,48051,562,642,18781733,45
2015,48053,2062,564,60448248,156
2015,48055,1167,552,33501373,78
2015,48057,997,715,37060957,68
2015,48059,277,883,12721753,31
2015,48061,18634,467,452412626,1024
2015,48063,513,465,12400806,43
2015,48065,276,453,6502093,17
2015,48067,923,433,20773718,80
2015,48069,189,539,5303902,30
2015,48071,808,610,25643672,97
2015,48073,1426,498,36928946,109
2015,48075,373,416,8061926,20
2015,48077,184,539,5145431,25
2015,48079,66,521,1795026,11
2015,48081,113,397,2328904,14
2015,48083,233,402,4863173,30
2015,48085,44563,629,1458040324,2234
2015,48087,93,478,2318607,10
2015,48089,895,536,24933826,101
2015,48091,7158,585,217884789,404
2015,48093,528,573,15720146,55
2015,48095,59,334,1030616,9
2015,48097,1846,551,52909565,149
2015,48099,1880,466,45572089,130
2015,48101,55,617,1772445,6
2015,48103,126,459,3010135,13
2015,48105,219,400,4560477,17
2015,48107,213,889,9825736,20
2015,48109,364,394,7454592,13
2015,48111,268,521,7257480,36
2015,48113,147550,673,5165822711,7963
2015,48115,757,657,25843662,50
2015,48117,906,544,25601631,58
2015,48119,43,302,679546,10
2015,48121,30867,586,940123424,1517
2015,48123,758,544,21456728,65
2015,48125,49,431,1090397,11
2015,48127,479,442,11001940,24
2015,48129,114,440,2603875,17
2015,48131,204,411,4364915,26
2015,48133,811,521,21962161,75
2015,48135,8418,669,292901399,461
2015,48137,74,403,1550526,7
2015,48139,6196,525,169056757,368
2015,48141,38706,486,977398608,2110
2015,48143,1906,488,48331376,147
2015,48145,415,432,9322840,43
2015,48147,988,570,29280428,71
2015,48149,1358,564,39822407,109
2015,48151,81,343,1435396,17
2015,48153,134,504,3500891,21
2015,48155,28,357,520231,6
2015,48157,24062,550,688457648,1463
2015,48159,214,418,4643558,23
2015,48161,503,527,13770740,44
2015,48163,601,510,15946260,42
2015,48165,491,644,16441779,51
2015,48167,13199,554,379909586,846
2015,48169,165,379,3248869,17
2015,48171,1759,512,46868997,183
2015,48173,0,0,0,2
2015,48175,115,452,2693049,17
2015,48177,848,534,23535893,73
2015,48179,1153,482,28870027,90
2015,48181,5899,532,163269610,373
2015,48183,8986,554,259085237,593
2015,48185,642,559,18663140,61
2015,48187,4305,530,118749973,244
2015,48189,1492,482,37378366,97
2015,48191,69,375,1348673,11
2015,48193,349,481,8724883,37
2015,48195,159,517,4266695,17
2015,48197,114,457,2714367,14
2015,48199,2204,561,64330855,161
2015,48201,217457,628,7098774439,12826
2015,48203,2472,529,68054113,180
2015,48205,207,405,4361724,10
2015,48207,406,504,10646701,31
2015,48209,11584,460,277046826,555
2015,48211,149,488,3781337,19
2015,48213,2667,494,68487114,217
2015,48215,37219,496,960365443,2055
2015,48217,1674,458,39875678,130
2015,48219,873,472,21433462,62
2015,48221,2550,519,68883340,170
2015,48223,1702,550,48677997,124
2015,48225,677,463,16284563,55
2015,48227,1553,563,45480649,103
2015,48229,39,270,551093,7
2015,48231,3402,517,91500282,227
2015,48233,1066,425,23587486,63
2015,48235,33,551,930839,8
2015,48237,99,483,2490391,17
2015,48239,487,451,11429977,40
2015,48241,1458,477,36136591,118
2015,48243,61,353,1122386,8
2015,48245,14576,591,448297980,945
2015,48247,205,450,4789258,19
2015,48249,1668,533,46231244,130
2015,48251,6237,581,188420964,403
2015,48253,365,605,11469655,47
2015,48255,828,1399,60241476,42
2015,48257,4153,503,108577332,274
2015,48259,2636,817,111944000,150
2015,48261,0,0,0,1
2015,48263,22,484,564380,4
2015,48265,3130,554,90174261,203
2015,48267,209,449,4872638,29
2015,48271,53,348,953136,7
2015,48273,1519,496,39205245,91
2015,48275,141,532,3897929,13
2015,48277,2574,535,71619141,199
2015,48279,439,555,12683553,38
2015,48281,684,612,21764087,51
2015,48283,148,419,3219021,16
2015,48285,766,455,18125973,80
2015,48287,554,442,12725966,51
2015,48289,570,380,11270837,61
2015,48291,2594,548,73939303,174
2015,48293,964,462,23171096,78
2015,48295,76,324,1289413,11
2015,48297,397,494,10186290,36
2015,48299,532,419,11591803,62
2015,48303,17722,557,513313120,916
2015,48305,92,336,1612874,8
2015,48307,510,483,12812163,40
2015,48309,11592,516,311082176,756
2015,48311,0,0,0,6
2015,48313,792,604,24863069,39
2015,48315,212,502,5529956,27
2015,48317,191,713,7087984,14
2015,48319,102,348,1845319,24
2015,48321,1472,456,34881394,114
2015,48323,2839,431,63585517,182
2015,48325,1294,583,39222267,90
2015,48327,96,383,1921581,11
2015,48329,9226,665,319207377,491
2015,48331,638,491,16304560,58
2015,48333,193,579,5815579,19
2015,48335,230,520,6215187,21
2015,48337,655,513,17488344,62
2015,48339,22765,578,684570610,1190
2015,48341,1029,527,28209839,69
2015,48343,366,418,7967119,34
2015,48345,61,396,1245759,4
2015,48347,2767,522,75177200,190
2015,48349,1862,490,47466311,154
2015,48351,155,369,2972544,21
2015,48353,783,524,21365870,63
2015,48355,17963,566,528253120,1061
2015,48357,477,498,12367253,45
2015,48359,43,375,839212,9
2015,48361,3126,497,80795136,259
2015,48363,1244,454,29349732,103
2015,48365,851,515,22799012,75
2015,48367,4553,612,144800086,280
2015,48369,195,479,4861012,21
2015,48371,834,439,19055189,55
2015,48373,1628,524,44378839,123
2015,48375,9736,515,260834339,547
2015,48377,220,348,3976055,25
2015,48379,319,538,8941428,30
2015,48381,5390,564,158084018,310
2015,48383,109,465,2634390,9
2015,48385,109,377,2132380,17
2015,48387,192,361,3603253,28
2015,48389,569,509,15034550,24
2015,48391,273,494,7017744,22
2015,48393,0,0,0,2
2015,48395,330,499,8567454,44
2015,48397,4581,573,136499103,250
2015,48399,377,446,8727765,37
2015,48401,1319,505,34619124,100
2015,48403,287,376,5607819,32
2015,48405,198,431,4434897,22
2015,48407,277,364,5248079,36
2015,48409,2361,549,67417701,150
2015,48411,170,423,3731724,30
2015,48413,55,358,1030940,5
2015,48415,858,534,23812654,58
2015,48417,114,359,2124866,17
2015,48419,1023,458,24333070,84
2015,48421,96,463,2303024,14
2015,48423,13210,559,384054760,783
2015,48425,202,405,4253755,27
2015,48427,1679,463,40390142,114
2015,48429,427,387,8579726,40
2015,48431,49,391,996039,4
2015,48433,32,593,992193,8
2015,48435,172,418,3738187,22
2015,48437,139,396,2857418,16
2015,48439,97024,601,3032760903,5197
2015,48441,7926,515,212349563,510
2015,48443,33,410,693915,5
2015,48445,508,537,14189732,38
2015,48447,44,243,558400,4
2015,48449,1780,484,44786548,121
2015,48451,6279,556,181580373,413
2015,48453,61069,694,2205229036,3492
2015,48455,284,348,5145868,32
2015,48457,652,430,14579864,45
2015,48459,726,463,17464974,64
2015,48461,0,0,0,10
2015,48463,1453,481,36303278,102
2015,48465,2185,509,57834744,151
2015,48467,1442,501,37593332,134
2015,48469,5940,545,168328336,352
2015,48471,2586,498,66953327,154
2015,48473,1175,610,37253672,90
2015,48475,437,514,11665988,31
2015,48477,1972,547,56115927,127
2015,48479,13163,478,327056462,756
2015,48481,2256,558,65428135,161
2015,48483,261,410,5552475,30
2015,48485,7722,501,201300814,454
2015,48487,647,511,17218043,39
2015,48489,438,495,11289710,30
2015,48491,22469,596,696354195,1144
2015,48493,1319,526,36055785,85
2015,48495,228,436,5159377,19
2015,48497,2192,643,73286567,149
2015,48499,1338,549,38207375,114
2015,48501,271,462,6524196,27
2015,48503,748,460,17880985,59
2015,48505,312,520,8428135,35
2015,48507,189,431,4244308,19
2015,48999,11342,943,556173661,706
2015,49001,384,358,7140737,34
2015,49003,1821,449,42460205,143
2015,49005,5949,438,135624253,425
2015,49007,1113,456,26423227,66
2015,49009,0,0,0,3
2015,49011,14095,512,375018770,864
2015,49013,840,514,22418798,68
2015,49015,465,347,8402880,37
2015,49017,187,312,3039437,28
2015,49019,814,510,21569657,81
2015,49021,2231,486,56328765,168
2015,49023,251,366,4779812,28
2015,49025,365,362,6874502,41
2015,49027,607,346,10937242,57
2015,49029,221,287,3292983,28
2015,49031,0,0,0,7
2015,49033,51,445,1184612,12
2015,49035,69404,671,2423378049,3752
2015,49037,275,327,4675354,29
2015,49039,816,402,17037923,61
2015,49041,1401,452,32905301,86
2015,49043,3571,608,112801121,297
2015,49045,1733,442,39835513,104
2015,49047,1709,502,44582345,128
2015,49049,28105,550,803999064,1710
2015,49051,1044,444,24092382,83
2015,49053,8296,503,217048466,573
2015,49055,115,280,1669358,10
2015,49057,12041,515,322230704,721
2015,50001,1866,714,69273060,166
2015,50003,2696,587,82241901,240
2015,50005,1575,539,44142648,150
2015,50007,12476,566,367486896,772
2015,50009,86,340,1521430,16
2015,50011,2277,525,62156668,171
2015,50013,183,377,3579546,28
2015,50015,1495,517,40205112,141
2015,50017,869,503,22741217,88
2015,50019,1408,521,38183731,131
2015,50021,3795,552,108882470,361
2015,50023,4080,568,120477931,346
2015,50025,2477,575,74019143,225
2015,50027,2541,569,75157604,261
2015,50999,68,1236,4376327,33
2015,51001,1378,400,28633370,141
2015,51003,5534,556,160013286,317
2015,51005,338,450,7901036,43
2015,51007,240,773,9661775,27
2015,51009,1173,421,25675091,94
2015,51011,616,406,13009934,50
2015,51013,8920,584,271120736,588
2015,51015,1945,527,53261724,177
2015,51017,60,301,931957,12
2015,51019,2322,474,57194110,213
2015,51021,0,0,0,13
2015,51023,0,0,0,76
2015,51025,343,403,7185916,39
2015,51027,728,371,14025687,68
2015,51029,283,431,6355312,37
2015,51031,1897,441,43520990,174
2015,51033,499,407,10554644,49
2015,51035,740,401,15446295,86
2015,51036,68,624,2206768,11
2015,51037,257,403,5378351,35
2015,51041,19385,499,503339731,931
2015,51043,245,435,5544151,34
2015,51045,106,337,1864291,7
2015,51047,2383,505,62585980,153
2015,51049,183,424,4043904,24
2015,51051,405,414,8703054,43
2015,51053,1165,340,20608828,45
2015,51057,839,482,21024476,61
2015,51059,54570,692,1963491745,2754
2015,51061,2994,622,96874146,223
2015,51063,345,335,6011084,46
2015,51065,340,418,7387615,33
2015,51067,1957,478,48624090,185
2015,51069,3488,567,102925646,199
2015,51071,641,447,14918704,54
2015,51073,1815,484,45636895,129
2015,51075,469,543,13222263,51
2015,51077,166,359,3092467,26
2015,51079,680,462,16326049,43
2015,51081,195,350,3538411,21
2015,51083,1279,435,28905361,120
2015,51085,7172,576,214794944,358
2015,51087,22863,542,644228591,1221
2015,51089,2088,462,50099790,161
2015,51091,33,395,687003,13
2015,51093,889,404,18662138,96
2015,51095,3843,400,79972846,263
2015,51097,0,0,0,11
2015,51099,802,395,16483783,66
2015,51101,653,817,27769947,45
2015,51103,727,446,16867600,72
2015,51105,696,392,14171890,63
2015,51107,17754,561,517504771,941
2015,51109,1190,433,26821541,76
2015,51111,232,416,5024761,32
2015,51113,733,583,22205223,42
2015,51115,197,397,4069949,22
2015,51117,1580,416,34170417,150
2015,51119,387,468,9411553,40
2015,51121,5113,433,115154489,288
2015,51125,259,396,5347350,42
2015,51127,457,450,10691156,40
2015,51131,465,374,9031893,54
2015,51133,331,392,6744770,41
2015,51135,571,428,12711844,54
2015,51137,1246,491,31819121,96
2015,51139,749,415,16166065,70
2015,51141,484,453,11391724,41
2015,51143,1129,408,23967080,137
2015,51145,671,488,17038268,52
2015,51147,1243,465,30071210,87
2015,51149,779,591,23950757,54
2015,51153,22256,520,602199499,1078
2015,51155,1716,424,37814679,97
2015,51157,134,423,2947969,16
2015,51159,249,430,5571236,31
2015,51161,4992,498,129344350,288
2015,51163,1027,463,24725295,57
2015,51165,1985,516,53312541,196
2015,51167,869,457,20665586,68
2015,51169,681,357,12660790,77
2015,51171,1557,442,35752417,138
2015,51173,1233,392,25112324,105
2015,51175,204,331,3507349,24
2015,51177,6844,555,197418621,374
2015,51179,4799,534,133357337,254
2015,51181,32,433,713124,10
2015,51183,342,489,8701932,41
2015,51185,2902,425,64108923,181
2015,51187,1586,475,39136899,117
2015,51191,2989,435,67601107,188
2015,51193,440,384,8786696,46
2015,51195,1920,462,46098178,157
2015,51197,1896,448,44155329,129
2015,51199,3497,469,85327945,178
2015,51510,8414,706,308944336,488
2015,51520,1597,419,34750438,142
2015,51530,173,408,3673042,20
2015,51540,3747,495,96412135,299
2015,51550,15269,506,401705108,732
2015,51570,3204,403,67216647,172
2015,51580,612,417,13277139,49
2015,51590,4030,466,97747018,284
2015,51595,537,461,12862750,52
2015,51600,3767,800,156778775,159
2015,51610,1179,708,43365199,99
2015,51620,1020,436,23123225,60
2015,51630,3740,491,95555197,240
2015,51640,1028,438,23431831,63
2015,51650,6789,472,166796166,400
2015,51660,4904,487,124147450,284
2015,51670,621,446,14403587,71
2015,51678,332,421,7265774,44
2015,51680,7066,435,159913302,351
2015,51683,2167,755,85050613,172
2015,51685,0,0,0,22
2015,51690,1470,534,40841422,96
2015,51700,9831,499,254985608,592
2015,51710,11354,503,296852093,764
2015,51720,677,430,15133451,47
2015,51730,1461,458,34827370,145
2015,51735,294,408,6227523,25
2015,51740,3134,440,71643048,239
2015,51750,493,492,12590528,49
2015,51760,7839,522,212714428,732
2015,51770,8285,500,215606864,469
2015,51775,1939,509,51275505,130
2015,51790,1876,462,45097994,136
2015,51800,3690,467,89555725,219
2015,51810,23618,477,586188518,1468
2015,51820,2104,423,46255557,108
2015,51830,1330,435,30073105,98
2015,51840,4227,504,110745608,258
2015,51999,2239,927,107937263,333
2015,53001,622,465,15026773,55
2015,53003,1050,582,31761426,53
2015,53005,9343,530,257464338,568
2015,53007,4505,530,124093112,348
2015,53009,3322,546,94320714,266
2015,53011,17134,572,509534787,1025
2015,53013,87,460,2069563,13
2015,53015,4594,516,123296535,299
2015,53017,1493,540,41924660,97
2015,53019,122,443,2818127,25
2015,53021,3124,611,99323827,193
2015,53023,49,499,1280148,9
2015,53025,3284,525,89679274,258
